"id","url","ip","host","date","browser","referrer","domain","searchTerms"
"648952","/2010/09/anthony-huberman-i-know-that-i-know-nothing/","2071867981","123.126.50.77","1325528858","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648977","/2011/03","1427726170","luna186.startdedicated.com","1325529236","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648930","/2011/06/18/brian-khek-and-micah-schippa-247-lx/feed/","1123631859","crawl-66-249-66-243.googlebot.com","1325527855","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648940","/2010/10/buzz-spector/","3585769230","213.186.127.14.utel.net.ua","1325528310","Mozilla/5.0 (compatible; AhrefsBot/2.0; +http://ahrefs.com/robot/)",,,NULL
"648941","/category/exhibition/page/2/","1093953556","msnbot-65-52-104-20.search.msn.com","1325528312","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648943","/2010/05/10/","3024881072","180.76.5.176","1325528354","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648958","/submit/","1427726170","luna186.startdedicated.com","1325529089","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)","http://www.thevisualist.org/submit/","www.thevisualist.org",NULL
"648959","/2011/11","1427726170","luna186.startdedicated.com","1325529092","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648964","/2011/09","1427726170","luna186.startdedicated.com","1325529137","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648965","/2011/09/","1427726170","luna186.startdedicated.com","1325529138","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648637","/tag/2nd-flr-gallery/?m=2010038","1123633009","crawl-66-249-71-113.googlebot.com","1325517849","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648642","/2011/10/ryan-travis-christian-the-river-rats/","3585769230","213.186.127.14.utel.net.ua","1325518185","Mozilla/5.0 (compatible; AhrefsBot/2.0; +http://ahrefs.com/robot/)",,,NULL
"648643","/2011/05/21/kendell-carter/feed/","1123631859","crawl-66-249-66-243.googlebot.com","1325518198","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648645","/2011/12/16","1248791299","pool-74-111-11-3.syrcny.fios.verizon.net","1325518307","Mozilla/5.0 (compatible; MJ12bot/v1.4.1; http://www.majestic12.co.uk/bot.php?+)",,,NULL
"648647","/2011/12/ding-dong","1248791299","pool-74-111-11-3.syrcny.fios.verizon.net","1325518311","Mozilla/5.0 (compatible; MJ12bot/v1.4.1; http://www.majestic12.co.uk/bot.php?+)",,,NULL
"648654","/2011/12/gurl-dont-be-dumb-presents-sticklip","1248791299","pool-74-111-11-3.syrcny.fios.verizon.net","1325518321","Mozilla/5.0 (compatible; MJ12bot/v1.4.1; http://www.majestic12.co.uk/bot.php?+)",,,NULL
"648655","/2011/12/gurl-dont-be-dumb-presents-sticklip/","1248791299","pool-74-111-11-3.syrcny.fios.verizon.net","1325518323","Mozilla/5.0 (compatible; MJ12bot/v1.4.1; http://www.majestic12.co.uk/bot.php?+)",,,NULL
"648705","/?m=20100211","3024881061","180.76.5.165","1325520433","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648706","/2010/02/11/","3024880961","180.76.5.65","1325520433","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648708","/tag/2nd-flr-gallery/?m=2011019","1123631800","crawl-66-249-66-184.googlebot.com","1325520534","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648709","/","1207690247","static-71-251-228-7.rcmdva.fios.verizon.net","1325520585","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",,,NULL
"648828","/2011/08/juanjose-riveras/","1123633009","crawl-66-249-71-113.googlebot.com","1325524695","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648829","/2011/05/r-james-healy-m-16-2/feed/","1123631800","crawl-66-249-66-184.googlebot.com","1325524703","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648832","/2010/11/cauleen-smith/","3024880957","180.76.5.61","1325524767","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648835","/?m=20111110","1123633009","crawl-66-249-71-113.googlebot.com","1325524834","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648836","/2011/06/anonymous-group-exhibition/","1123631800","crawl-66-249-66-184.googlebot.com","1325524902","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648837","/2011/05/matthew-metzger-nocturne/feed/","1123631800","crawl-66-249-66-184.googlebot.com","1325524903","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648854","/2012/02/marina-abramovic-a-lecture-on-performance-and-its-future/","1258504470","adsl-75-3-65-22.dsl.chcgil.sbcglobal.net","1325525531","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7",,,NULL
"648855","/2011/07/29/this-means-a-lot/","1123633069","crawl-66-249-71-173.googlebot.com","1325525586","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648788","/feed/","1208928002","rate-limited-proxy-72-14-199-2.google.com","1325523858","Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 19 subscribers; feed-id=17746194570529843315)",,,NULL
"648772","/2011/08/slow-and-low/","1123631800","crawl-66-249-66-184.googlebot.com","1325523510","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648773","/?m=20111117","1123631800","crawl-66-249-66-184.googlebot.com","1325523513","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648774","/?m=20110723","1123633009","crawl-66-249-71-113.googlebot.com","1325523522","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648783","/2011/07/im-happy-and-im-singing/","1123631800","crawl-66-249-66-184.googlebot.com","1325523716","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648784","/2010/06/banshee/","1123631800","crawl-66-249-66-184.googlebot.com","1325523718","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648785","/2011/07/stephen-coorlas-and-dominic-peternel-calculated-aesthetic-image/","1123633009","crawl-66-249-71-113.googlebot.com","1325523737","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648792","/2010/04/new-romantics/","3024880949","180.76.5.53","1325523972","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648794","/2011/07/23/","1123631800","crawl-66-249-66-184.googlebot.com","1325523982","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648782","/2011/07/kaugummi-books-retrospective/","1123631800","crawl-66-249-66-184.googlebot.com","1325523698","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648786","/2011/06/file-type/","1123631800","crawl-66-249-66-184.googlebot.com","1325523771","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648787","/2011/05/the-stars-are-too-high/","3475948527","msnbot-207-46-195-239.search.msn.com","1325523831","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648753","/2011/06/18/olivia-swider-and-julia-asherman-heartbrainlunggut/feed/","1123631859","crawl-66-249-66-243.googlebot.com","1325522820","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648757","/2011/08/sculpture-garden-painting-show/","1123633009","crawl-66-249-71-113.googlebot.com","1325522893","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648761","/?m=20100228","3024881363","180.76.6.211","1325523094","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648762","/2010/02/28/","3024881057","180.76.5.161","1325523094","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648767","/2010/09/wendy-white-french-cut/","3024880995","180.76.5.99","1325523333","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648770","/robots.txt","1039654256","61.247.221.112","1325523426","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; IPMS/4669080A-14AF91D9EAE; TCO_20091110170859; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.2; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",,,NULL
"648780","/2009/12/lauren-gregory-new-work/","3585769230","213.186.127.14.utel.net.ua","1325523604","Mozilla/5.0 (compatible; AhrefsBot/2.0; +http://ahrefs.com/robot/)",,,NULL
"648781","/2011/06/olivia-swider-and-julia-asherman-heartbrainlunggut/","1123633009","crawl-66-249-71-113.googlebot.com","1325523668","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648814","/?m=20110419","3497226579","208.115.113.83","1325524257","Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)",,,NULL
"648821","/2010/01/15/","1123631800","crawl-66-249-66-184.googlebot.com","1325524526","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648822","/2011/08/if-and-only-if-necessary-and-sufficient-works-by-ruyell-ho/","1123631800","crawl-66-249-66-184.googlebot.com","1325524613","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648810","/2010/01/elijah-burgher/","3497226579","208.115.113.83","1325524253","Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)",,,NULL
"648799","/robots.txt","1123633009","crawl-66-249-71-113.googlebot.com","1325524057","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648801","/robots.txt","3475901843","msnbot-207-46-13-147.search.msn.com","1325524074","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648803","/2011/06/brian-khek-and-micah-schippa-247-lx/","1123631800","crawl-66-249-66-184.googlebot.com","1325524159","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648804","/2011/10/digital-revolution/","1123631800","crawl-66-249-66-184.googlebot.com","1325524173","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648805","/2011/07/15/philip-von-zweck-4/","1123631859","crawl-66-249-66-243.googlebot.com","1325524177","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648831","/2011/05/greg-stimac-empire/","1123633009","crawl-66-249-71-113.googlebot.com","1325524737","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648834","/2011/04/duk-ju-l-kim/","3585769230","213.186.127.14.utel.net.ua","1325524824","Mozilla/5.0 (compatible; AhrefsBot/2.0; +http://ahrefs.com/robot/)",,,NULL
"648841","/2010/03/landscape-portrait-still-life/feed/","1123633009","crawl-66-249-71-113.googlebot.com","1325524989","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648811","/2011/11/joshua-sampson-a-device-for-seeing/","3497226579","208.115.113.83","1325524254","Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)",,,NULL
"648816","/2011/01/","1093954584","msnbot-65-52-108-24.search.msn.com","1325524349","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648819","/2011/07/17/aron-gent-not-quite-as-good-because-of-you/","1123631859","crawl-66-249-66-243.googlebot.com","1325524488","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648749","/2010/03/alex-hubbard-and-jon-pestoni/","3024880960","180.76.5.64","1325522633","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648751","/2011/07/holly-murkerson/","1123631800","crawl-66-249-66-184.googlebot.com","1325522730","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648754","/2010/09/lauren-anderson-faux-weirdo/","3024881047","180.76.5.151","1325522863","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648758","/2011/07/16/roe-ethridge-margarete-jakschik-and-jonas-wood/","1123631859","crawl-66-249-66-243.googlebot.com","1325523016","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648676","/2011/05/elina-malkin-fake-can-be-just-as-inefficient/","1123633009","crawl-66-249-71-113.googlebot.com","1325519180","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648680","/2011/05/08/frank-piatek-lecture-notes-working-drawing-ludibrium-world-trees-that-float/","1123631859","crawl-66-249-66-243.googlebot.com","1325519297","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648681","/2010/05/sebastian-vallejo-lux/","3024881052","180.76.5.156","1325519328","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648685","/feed/atom/","1667032315","99-92-228-251.lightspeed.cicril.sbcglobal.net","1325519573","Apple-PubSub/65.28",,,NULL
"648687","/robots.txt","3475901676","msnbot-207-46-12-236.search.msn.com","1325519597","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648688","/2011/07/addis-experience/","1123633009","crawl-66-249-71-113.googlebot.com","1325519619","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648689","/2010/02/flat-5/","3024881052","180.76.5.156","1325519626","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648696","/2011/11/larry-lee-a-paler-shade-of-yellow/","1123631800","crawl-66-249-66-184.googlebot.com","1325519936","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648694","/2011/06/go-figure/","1123631800","crawl-66-249-66-184.googlebot.com","1325519842","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648698","/2011/07/roe-ethridge-margarete-jakschik-and-jonas-wood/","1123631800","crawl-66-249-66-184.googlebot.com","1325520025","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648699","/2010/05/yvette-dostatni-and-alexandra-dietz-after-eggleston/","3024880989","180.76.5.93","1325520202","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648700","/2011/05/07/matthew-metzger-nocturne/","1123631859","crawl-66-249-66-243.googlebot.com","1325520234","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648703","/2011/12/03/","2071867981","123.126.50.77","1325520338","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648697","/robots.txt","1123631800","crawl-66-249-66-184.googlebot.com","1325520024","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648973","/2011/05/","1427726170","luna186.startdedicated.com","1325529201","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648978","/2011/03/","1427726170","luna186.startdedicated.com","1325529240","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648827","/2011/07/philip-von-zweck-4/feed/","1123631800","crawl-66-249-66-184.googlebot.com","1325524674","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648830","/2010/12/john-almanza-and-cameron-crawford/","1123631800","crawl-66-249-66-184.googlebot.com","1325524729","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648838","/2011/06/priscilla-stadler-favors/","3475901455","msnbot-207-46-12-15.search.msn.com","1325524925","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2;  SV1;  .NET CLR 1.1.4322;  .NET CLR 2.0.40607;  .NET CLR 3.0.04506.648)",,,NULL
"648840","/2010/07/the-annual-cardboard-show/","1123631800","crawl-66-249-66-184.googlebot.com","1325524986","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648848","/2011/09/reduction-or-something-less/","1123631800","crawl-66-249-66-184.googlebot.com","1325525155","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648861","/?m=20111028","1123631800","crawl-66-249-66-184.googlebot.com","1325525742","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648864","/2011/07/08/sioban-lombardi-and-gwendolyn-zabicki-the-exceptional-ordinary/feed/","1123631859","crawl-66-249-66-243.googlebot.com","1325525810","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648806","/2010/08/justin-thomas-schaefer-practice-makes-purpose/","1123631800","crawl-66-249-66-184.googlebot.com","1325524208","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648809","/2009/12/exhibition-3-12052009/","3497226579","208.115.113.83","1325524251","Mozilla/5.0 (compatible; Ezooms/1.0; ezooms.bot@gmail.com)",,,NULL
"648815","/2011/11/forum-400-launch-party/","1123633009","crawl-66-249-71-113.googlebot.com","1325524299","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648817","/2010/10/dana-degiulio-and-molly-zuckerman-hartung-to-fill-a-gap%E2%80%94insert-the-thing-that-caused-it/","3024881068","180.76.5.172","1325524409","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648818","/?m=20111113","1123631800","crawl-66-249-66-184.googlebot.com","1325524473","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648968","/2011/08/","1427726170","luna186.startdedicated.com","1325529151","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)",,,NULL
"648866","/robots.txt","3475901678","msnbot-207-46-12-238.search.msn.com","1325525899","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648880","/2011/06/11/brandon-alvendia-thoughts-unsaid-then-forgotten/","1123631859","crawl-66-249-66-243.googlebot.com","1325526335","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648882","/?m=20111020","1123633009","crawl-66-249-71-113.googlebot.com","1325526440","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648883","/2011/11/water-tom-burtonwood-holly-holmes-james-jankowiak/","1123632011","crawl-66-249-67-139.googlebot.com","1325526443","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648881","/2011/09/beach-party-iv-forbidden-pair-of-dice-the-final-chapter/","1123633009","crawl-66-249-71-113.googlebot.com","1325526375","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648889","/2011/11/18/","2071867981","123.126.50.77","1325526610","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648887","/2011/09/overkill/","1123631800","crawl-66-249-66-184.googlebot.com","1325526558","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648922","/2010/09/autumn-ramsey/","2071867981","123.126.50.77","1325527665","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648914","/2012/01/moves-thinks-repeats-pauses/","412359607","24-148-27-183.c3-0.grn-ubr1.chi-grn.il.cable.rcn.com","1325527414","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2.25) Gecko/20111212 Firefox/3.6.25","http://www.thevisualist.org/","www.thevisualist.org",NULL
"648916","/2011/01/gerard-byrne-a-thing-is-a-hole-in-a-thing-it-is-not/?utm_source=twitterfeed&utm_medium=twitter","3024880949","180.76.5.53","1325527515","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)",,,NULL
"648918","/feed/","1208928002","rate-limited-proxy-72-14-199-2.google.com","1325527572","Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 19 subscribers; feed-id=17746194570529843315)",,,NULL
"648919","/?p=3774","2071867981","123.126.50.77","1325527655","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648939","/2011/06/11/ryan-thompson-dark-flight/","1093953556","msnbot-65-52-104-20.search.msn.com","1325528279","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648946","/2011/05/21/gregg-bordowitz/","1123633069","crawl-66-249-71-173.googlebot.com","1325528435","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648842","/2010/02/ryan-travis-christian-and-jonathan-runcio/","3507649568","www.reputation.com","1325525006","Mozilla/5.0",,,NULL
"648845","/","406839347","c-24-63-224-51.hsd1.ma.comcast.net","1325525085","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/5.0.6 Safari/533.22.3",,,NULL
"648849","/2011/02/dave-mckenzie/","2071867981","123.126.50.77","1325525222","Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07)",,,NULL
"648850","/2011/07/23/zoe-strauss-on-the-beach-works-in-progress-slideshows/","1123631859","crawl-66-249-66-243.googlebot.com","1325525244","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648795","/2011/09/11/","1123631800","crawl-66-249-66-184.googlebot.com","1325523984","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648791","/2010/01/joseph-cassan-matters/feed/","1123633009","crawl-66-249-71-113.googlebot.com","1325523925","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648793","/2011/11/17/","1123631800","crawl-66-249-66-184.googlebot.com","1325523979","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648796","/2011/05/ute-meta-bauer/","1437736375","e178029183.adsl.alicedsl.de","1325524026","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7","http://www.google.com/url?sa=t&rct=j&q=ute%20meta%20bauer&source=blogsearch&cd=3&ved=0CDwQmAEwAg&url=http%3A%2F%2Fwww.thevisualist.org%2F2011%2F05%2Fute-meta-bauer%2F&ctbm=blg&ei=-OMBT6CmF-L54QTm--GRCA&usg=AFQjCNFkEHnNT-CPfRf_DMrtRRWxXwOFSA","www.google.com","ute meta bauer"
"648917","/2011/03/drop-it-like-its-not/","3475901678","msnbot-207-46-12-238.search.msn.com","1325527551","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648923","/tag/hinge-gallery/","1825068352","108-200-85-64.lightspeed.cicril.sbcglobal.net","1325527713","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7","http://www.thevisualist.org/2012/01/group-exhibition/","www.thevisualist.org",NULL
"648924","/robots.txt","1123631859","crawl-66-249-66-243.googlebot.com","1325527726","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648868","/tag/evanston/","3475901678","msnbot-207-46-12-238.search.msn.com","1325525953","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)",,,NULL
"648869","/2009/12/14/amanda-ross-ho/","1123631859","crawl-66-249-66-243.googlebot.com","1325525990","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648870","/2010/10/cornet-baldwin-heliopolis/","1123633009","crawl-66-249-71-113.googlebot.com","1325526024","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648875","/2011/07/this-means-a-lot/","1123631800","crawl-66-249-66-184.googlebot.com","1325526174","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
"648877","/2011/03/gillgill/","1123631800","crawl-66-249-66-184.googlebot.com","1325526233","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",,,NULL
